DrawNo,DrawDate,1stPrizeNo,2ndPrizeNo,3rdPrizeNo
309508,20081203,27972,02677,33919
309608,20081206,76549,61943,79079
309708,20081207,46900,72207,43044
309808,20081209,78823,65646,29638
309908,20081210,95661,79433,22500
310008,20081213,79710,17415,12048
310108,20081214,17779,85445,98579
310208,20081217,99866,19673,33107
310308,20081220,80583,24941,05763
310408,20081221,85051,59073,20094
310508,20081223,89128,69917,08012
310608,20081224,17127,90507,73215
310708,20081227,24691,76730,87814
310808,20081228,98993,52110,73906
310908,20081231,01462,93813,24596
311009,20090103,39951,25318,46630
311109,20090104,10616,71922,55492
311209,20090106,31449,41994,47362
311309,20090107,89124,41287,70129
311409,20090110,96746,59795,79414
311509,20090111,28643,68488,83612
311609,20090114,29190,67249,89052
311709,20090117,41986,51824,30297
311809,20090118,72908,93861,48098
311909,20090120,20446,30880,33034
312009,20090121,01362,38862,20879
312109,20090124,28236,33516,73733
312209,20090125,86590,75305,90364
312309,20090127,36110,34000,21548
312409,20090128,97109,11635,92585
312509,20090131,54343,35291,69691
312609,20090201,41027,38203,16288
312709,20090204,17314,86746,81964
312809,20090207,98106,90308,58859
312909,20090208,72184,79011,59885
313009,20090211,95635,27660,65132
313109,20090214,03324,40567,88062
313209,20090215,39173,62951,82237
313309,20090218,10914,94236,44102
313409,20090221,36760,20852,61804
313509,20090222,22415,64930,99613
313609,20090224,27001,67706,55197
313709,20090225,75647,07574,16829
313809,20090228,57821,49866,66304
313909,20090301,81570,83229,55045
314009,20090303,22728,02303,46293
314109,20090304,59597,45155,20784
314209,20090307,32085,29027,12233
314309,20090308,86335,42898,58226
314409,20090311,87003,45915,79659
314509,20090314,95896,40009,77746
314609,20090315,73150,31601,39994
314709,20090318,45899,28948,23972
314809,20090321,25091,38179,87222
314909,20090322,76103,05174,64465
315009,20090325,92596,05828,06081
315109,20090328,98694,77416,84237
315209,20090329,12144,10388,15479
315309,20090401,21351,48247,66950
315409,20090404,64625,30234,63664
315509,20090405,00327,70257,13082
315609,20090408,47643,79207,72078
315709,20090411,31954,40046,34353
315809,20090412,73572,95913,88595
315909,20090415,74096,81650,46034
316009,20090418,17754,84954,36324
316109,20090419,54019,76773,63540
316209,20090422,75154,30579,55536
316309,20090425,93341,94350,05029
316409,20090426,18062,86557,42465
316509,20090429,88246,08766,32438
316609,20090502,50921,85213,51306
316709,20090503,96590,18381,56374
316809,20090506,52047,53163,31537
316909,20090509,21816,14257,63418
317009,20090510,76170,59611,60478
317109,20090513,15460,59668,44723
317209,20090516,25988,51433,97342
317309,20090517,98847,81030,43935
317409,20090520,69556,70255,47843
317509,20090523,00523,53957,94888
317609,20090524,36772,10550,95657
317709,20090527,76207,33160,81739
317809,20090530,05199,52038,85839
317909,20090531,27402,99982,16831
318009,20090603,64565,38801,82168
318109,20090606,46258,92752,44584
318209,20090607,66331,80826,94920
318309,20090610,36371,97159,26589
318409,20090613,57283,25765,97019
318509,20090614,79586,73500,04141
318609,20090617,16283,64282,81805
318709,20090620,02394,80906,21146
318809,20090621,14923,64007,68713
318909,20090623,25768,83098,34778
319009,20090624,04911,56677,05903
319109,20090627,69572,78608,06988
319209,20090628,23776,99611,59342
319309,20090701,48151,65494,04519
319409,20090704,18058,74981,13958
319509,20090705,20090,83956,24759
319609,20090708,59020,63092,73853
319709,20090711,57641,01958,84017
319809,20090712,26012,96945,35619
319909,20090714,60195,71359,22347
320009,20090715,66873,73141,12454
320109,20090718,19346,12034,54964
320209,20090719,33521,70046,81485
320309,20090721,60544,71359,62950
320409,20090722,60483,86179,08100
320509,20090725,42191,06372,47678
320609,20090726,99122,80898,21982
320709,20090729,45796,65158,47799
320809,20090801,76613,57138,62650
320909,20090802,21971,51954,58393
321009,20090804,59218,34125,87547
321109,20090805,67463,52581,76624
321209,20090808,59466,87117,42693
321309,20090809,73328,55621,19861
321409,20090812,46752,90048,09235
321509,20090815,01648,28342,44815
321609,20090816,56710,53040,95030
321709,20090818,92937,00845,87073
321809,20090819,95011,52048,18374
321909,20090822,56377,08334,04990
322009,20090823,13109,20338,90134
322109,20090826,80789,92707,32923
322209,20090829,10421,53801,11930
322309,20090830,61532,65563,52791
322409,20090902,05139,23696,45916
322509,20090905,61137,99076,58373
322609,20090906,63843,29079,48939
322709,20090909,68185,92227,93033
322809,20090912,14808,62087,28453
322909,20090913,66411,92972,87334
323009,20090915,27522,60066,63492
323109,20090916,55911,23609,92743
323209,20090919,28111,08502,28020
323309,20090920,11536,90964,40101
323409,20090923,97423,11571,13329
323509,20090926,27126,30353,57895
323609,20090927,76938,32261,05206
323709,20090930,48104,36281,75075
323809,20091003,65634,24034,59497
323909,20091004,02155,54919,68779
324009,20091007,78021,12427,74730
324109,20091010,40630,15844,34462
324209,20091011,60725,93521,97085
324309,20091013,10199,90594,03320
324409,20091014,19293,97317,82988
324509,20091017,91124,18213,66673
324609,20091018,70533,93617,22567
324709,20091020,12774,55971,03710
324809,20091021,28359,84996,56198
324909,20091024,56641,19138,99567
325009,20091025,99370,71380,61643
325109,20091028,33927,45342,72834
325209,20091031,58347,01748,75303
325309,20091101,33166,55414,20593
325409,20091103,19608,41831,99733
325509,20091104,44804,27094,42979
325609,20091107,16787,49946,91721
325709,20091108,12564,96658,83408
325809,20091111,16531,30711,37900
325909,20091114,72062,81750,04681
326009,20091115,04642,24198,06734
326109,20091117,71648,40706,98843
326209,20091118,94854,34700,45033
326309,20091121,12440,69326,23176
326409,20091122,97647,20569,85105
326509,20091125,96057,17626,53626
326609,20091128,87804,25238,96227
326709,20091129,29410,00462,40934
326809,20091202,40972,02536,70863
326909,20091205,17495,98983,38663
327009,20091206,58787,36713,72044
327109,20091208,95654,27888,63081
327209,20091209,50732,29302,57004
327309,20091212,13246,09434,77584
327409,20091213,43351,18116,17750
327509,20091215,86852,44815,07409
327609,20091216,19798,34233,96643
327709,20091219,81272,52564,06203
327809,20091220,27447,84064,28680
327909,20091223,52826,73280,85843
328009,20091226,47413,12757,07219
328109,20091227,48627,20317,43512
328209,20091230,63458,71305,16944
328310,20100102,61126,38573,96751
328410,20100103,40756,07517,90339
328510,20100106,51984,01150,97169
328610,20100109,60522,49569,94040
328710,20100110,41683,94197,01623
328810,20100113,66093,83565,79188
328910,20100116,45491,34816,98849
329010,20100117,98117,48545,43361
329110,20100120,29486,41799,89904
329210,20100123,86412,32281,62250
329310,20100124,73883,19101,81010
329410,20100126,64770,24615,42156
329510,20100127,97967,87693,80579
329610,20100130,59307,37196,21623
329710,20100131,10031,47719,51875
329810,20100202,49391,75504,35661
329910,20100203,61737,55539,57372
330010,20100206,88357,10643,62107
330110,20100207,52833,53941,06890
330210,20100210,55956,64163,31479
330310,20100213,02387,53570,18097
330410,20100214,42056,33270,70121
330510,20100216,39493,95468,73232
330610,20100217,77439,10846,29488
330710,20100220,54063,67613,14556
330810,20100221,47450,84121,83787
330910,20100223,33162,53068,53352
331010,20100224,94683,51642,25537
331110,20100227,26813,64370,71152
331210,20100228,97865,79317,13038
331310,20100302,37617,52069,38270
331410,20100303,14629,75282,52972
331510,20100306,44948,11518,58929
331610,20100307,15736,80791,41883
331710,20100310,36354,40021,18928
331810,20100313,68578,06656,00721
331910,20100314,03711,49959,80735
332010,20100317,56803,03739,99856
332110,20100320,80321,55508,05276
332210,20100321,16379,25019,38907
332310,20100324,06736,43758,33354
332410,20100327,12194,60639,54105
332510,20100328,59863,96551,13674
332610,20100330,02228,41069,88400
332710,20100331,95870,91634,78451
332810,20100403,58169,01057,70077
332910,20100404,13285,94940,31678
333010,20100406,95304,31350,82813
333110,20100407,73445,74179,32765
333210,20100410,97353,08213,43615
333310,20100411,09459,62484,65445
333410,20100414,12798,27040,63619
333510,20100417,85195,78524,08540
333610,20100418,96701,13689,03442
333710,20100421,88300,94065,44243
333810,20100424,71393,54770,14115
333910,20100425,33322,03340,50836
334010,20100427,14344,63203,21833
334110,20100428,13637,25305,59077
334210,20100501,83107,86249,40641
334310,20100502,87146,56111,97773
334410,20100504,39838,01171,43384
334510,20100505,00624,21945,63211
334610,20100508,06830,55507,73391
334710,20100509,25742,60389,77428
334810,20100512,01996,36370,61300
334910,20100515,35190,65167,30123
335010,20100516,27185,61243,01189
335110,20100519,04541,67481,73875
335210,20100522,08982,49123,19797
335310,20100523,63768,68830,48737
335410,20100526,04362,16196,65667
335510,20100529,61327,84797,36817
335610,20100530,06117,55107,40688
335710,20100601,06076,14248,94618
335810,20100602,67192,74677,42643
335910,20100605,64473,42496,05320
336010,20100606,33113,59012,82442
336110,20100609,42308,52811,43193
336210,20100612,33007,29727,48437
336310,20100613,03721,91006,56005
336410,20100616,73305,98312,28417
336510,20100619,02865,83970,96050
336610,20100620,96921,25008,49761
336710,20100623,65491,99100,29481
336810,20100626,40201,56799,31348
336910,20100627,56562,63245,42107
337010,20100629,35982,60584,02743
337110,20100630,83323,82869,71273
337210,20100703,69497,28166,60390
337310,20100704,95813,93533,04666
337410,20100706,18551,97736,48289
337510,20100707,69964,53283,82791
337610,20100710,90016,66317,92012
337710,20100711,87299,72940,55699
337810,20100714,53056,55770,65577
337910,20100717,66802,26771,62033
338010,20100718,29507,42866,07105
338110,20100721,53107,04843,53580
338210,20100724,17239,60269,40681
338310,20100725,89124,32508,72144
338410,20100727,66198,78747,23345
338510,20100728,44758,72105,46937
338610,20100731,36297,18883,55104
338710,20100801,08058,17090,08203
338810,20100803,27466,12992,26256
338910,20100804,21559,12161,04981
339010,20100807,12555,34686,83608
339110,20100808,45559,52369,51100
339210,20100811,51361,53565,06408
339310,20100814,76778,54532,54150
339410,20100815,10329,42329,16731
339510,20100818,59638,20530,78089
339610,20100821,36841,02418,46872
339710,20100822,20485,04968,79096
339810,20100825,35659,87952,74098
339910,20100828,06939,18692,87418
340010,20100829,00581,88410,62369
340110,20100901,71412,23836,99144
340210,20100904,49744,37778,39150
340310,20100905,78657,84630,81925
340410,20100908,33161,10594,45535
340510,20100911,29082,07889,04870
340610,20100912,10847,62270,43726
340710,20100915,64483,15072,34026
340810,20100918,88954,53788,73133
340910,20100919,39870,94585,36747
341010,20100922,24745,70617,92025
341110,20100925,24902,62370,58238
341210,20100926,12778,87164,00081
341310,20100928,38179,52801,85414
341410,20100929,88653,06339,56622
341510,20101002,56348,87167,51210
341610,20101003,79456,96827,95314
341710,20101005,95711,29781,92388
341810,20101006,10299,89730,54982
341910,20101009,78218,60999,15419
342010,20101010,34074,97993,67916
342110,20101013,54457,39947,60414
342210,20101016,91660,55053,50337
342310,20101017,84232,79220,58986
342410,20101020,28584,70138,41230
342510,20101023,56263,98118,89270
342610,20101024,71878,78874,62204
342710,20101026,21284,52589,29216
342810,20101027,30246,21447,93896
342910,20101030,21827,94495,22590
343010,20101031,70111,13001,24332
343110,20101102,60883,73328,74828
343210,20101103,71366,95790,27672
343310,20101106,09256,02894,86156
343410,20101107,62106,40583,10333
343510,20101110,25072,03419,70474
343610,20101113,23300,21587,20687
343710,20101114,65796,43942,40161
343810,20101117,03862,27643,76426
343910,20101120,00818,25061,18042
344010,20101121,60889,99947,27420
344110,20101124,94723,55766,23999
344210,20101127,36875,06993,28783
344310,20101128,84705,71272,73301
344410,20101130,98388,62295,02263
344510,20101201,04398,57944,31802
344610,20101204,47849,68885,99045
344710,20101205,75721,66357,97337
344810,20101208,31089,80070,83979
344910,20101211,62211,60567,91051
345010,20101212,16396,27436,21658
345110,20101215,39655,05722,19675
345210,20101218,30215,24243,80972
345310,20101219,71418,81647,18271
345410,20101222,08063,78361,01801
345510,20101225,89219,35920,37578
345610,20101226,95633,17141,94544
345710,20101228,29381,87588,10464
345810,20101229,79266,18904,26763
345911,20110101,46802,14951,70785
346011,20110102,51016,30768,59873
346111,20110105,94330,68909,98575
346211,20110108,04745,56674,15206
346311,20110109,24842,43748,55027
346411,20110112,28015,81776,45914
346511,20110115,97030,13868,06280
346611,20110116,58029,83895,66456
346711,20110119,10350,50393,07793
346811,20110122,47330,96627,44304
346911,20110123,06126,10970,66165
347011,20110125,93052,53584,82935
347111,20110126,28141,57962,34703
347211,20110129,87295,84367,44309
347311,20110130,74903,36328,94047
347411,20110201,60274,85368,32654
347511,20110202,81773,77569,50321
347611,20110205,17084,41791,29675
347711,20110206,40581,43355,64240
347811,20110208,24827,14902,83926
347911,20110209,33566,00184,57636
348011,20110212,90559,66437,01725
348111,20110213,55988,37653,86192
348211,20110216,21523,63195,35565
348311,20110219,73993,92070,06609
348411,20110220,92446,88116,44341
348511,20110222,52796,25687,88860
348611,20110223,46374,24767,60775
348711,20110226,18675,25444,17497
348811,20110227,23419,85627,99282
348911,20110301,67634,80960,19749
349011,20110302,75977,44859,87191
349111,20110305,92222,94898,16357
349211,20110306,87867,10588,84998
349311,20110309,12124,84373,97940
349411,20110312,98013,34371,04312
349511,20110313,51428,56406,45370
349611,20110316,79428,33663,31644
349711,20110319,19521,22332,38001
349811,20110320,91199,30024,73471
349911,20110323,00739,75415,73131
350011,20110326,08222,01301,13953
350111,20110327,24353,62987,69732
350211,20110329,38475,19876,13466
350311,20110330,17708,14249,40275
350411,20110402,37318,41136,11453
350511,20110403,04353,59740,17071
350611,20110405,99402,24089,95926
350711,20110406,53276,92901,11765
350811,20110409,30352,86584,80671
350911,20110410,10115,80635,29882
351011,20110413,42623,11682,08405
351111,20110416,03246,73000,12871
351211,20110417,59938,01316,39395
351311,20110420,47614,71894,63035
351411,20110423,09468,90406,54431
351511,20110424,66560,58328,49533
351611,20110426,27852,86633,97880
351711,20110427,84406,19016,88157
351811,20110430,49393,00950,91590
351911,20110501,80496,46818,17038
352011,20110503,07961,72035,69800
352111,20110504,74070,54166,41306
352211,20110507,47080,35444,34618
352311,20110508,88173,62583,73761
352411,20110511,57969,85079,17947
352511,20110514,73371,07972,73104
352611,20110515,12551,73631,22707
352711,20110518,87506,81546,63737
352811,20110521,50183,07424,78788
352911,20110522,96646,82631,87657
353011,20110525,39889,37077,38774
353111,20110528,33775,66003,40707
353211,20110529,67676,82320,94843
353311,20110531,22037,72200,79709
353411,20110601,21467,76875,95629
353511,20110604,08038,76806,51500
353611,20110605,09411,43947,24511
353711,20110608,79171,95205,44346
353811,20110611,25119,41703,16139
353911,20110612,22350,27462,02234
354011,20110615,56692,09091,52436
354111,20110618,48152,55432,56657
354211,20110619,04209,59588,36198
354311,20110622,12426,13222,47185
354411,20110625,09217,20572,38683
354511,20110626,19684,33940,30525
354611,20110628,62399,27980,41950
354711,20110629,07803,42603,64739
354811,20110702,94960,95822,62079
354911,20110703,44835,74411,55174
355011,20110705,99979,36743,01068
355111,20110706,82727,57496,63071
355211,20110709,25114,60746,02174
355311,20110710,76203,00176,30278
355411,20110713,63372,20020,92989
355511,20110716,49999,27591,65134
355611,20110717,04832,00448,11814
355711,20110720,13688,40459,49419
355811,20110723,14089,33054,01677
355911,20110724,56252,82592,87642
356011,20110727,69554,35912,27920
356111,20110730,99614,86001,70294
356211,20110731,54459,66953,91022
356311,20110803,03249,28386,79796
356411,20110806,54029,67686,74062
356511,20110807,12252,37986,45233
356611,20110810,34792,61868,54247
356711,20110813,68302,10354,47917
356811,20110814,01746,79187,69595
356911,20110817,06400,86869,87761
357011,20110820,76030,83440,32156
357111,20110821,70847,69558,50104
357211,20110824,09966,42930,30158
357311,20110827,06926,03171,79753
357411,20110828,38717,47807,41057
357511,20110831,38937,63472,78250
357611,20110903,76835,50069,59488
357711,20110904,75788,11119,51654
357811,20110906,08642,09859,34830
357911,20110907,92083,82506,49347
358011,20110910,52818,74310,14834
358111,20110911,86633,86066,22658
358211,20110914,61033,82142,85629
358311,20110917,24204,61414,70593
358411,20110918,10236,73167,55464
358511,20110921,21824,25222,42561
358611,20110924,53467,38113,55118
358711,20110925,74796,09721,06090
358811,20110927,52960,16125,92281
358911,20110928,24951,08894,83794
359011,20111001,82423,82559,78734
359111,20111002,36309,39992,66939
359211,20111004,65992,45131,27058
359311,20111005,55365,21266,17970
359411,20111008,26433,61313,21768
359511,20111009,64081,80104,90975
359611,20111012,14737,47727,63007
359711,20111015,64184,63607,32682
359811,20111016,85130,05953,33623
359911,20111019,24388,09010,52159
360011,20111022,60101,28874,87159
360111,20111023,50263,81941,95799
360211,20111025,36216,85476,77955
360311,20111026,20136,17054,17667
360411,20111029,68144,27692,90107
360511,20111030,23861,57637,79929
360611,20111101,01484,72068,72693
360711,20111102,30761,24398,46795
360811,20111105,84413,46211,28676
360911,20111106,75453,21261,68896
361011,20111109,15494,11421,38949
361111,20111112,90810,87424,78739
361211,20111113,81080,29091,47770
361311,20111116,47867,42321,16025
361411,20111119,38484,85564,95722
361511,20111120,61965,65595,37071
361611,20111123,18262,62663,93047
361711,20111126,02260,44159,33906
361811,20111127,04697,57227,12894
361911,20111129,83044,48050,98496
362011,20111130,98697,60290,20596
362111,20111203,14722,11918,19631
362211,20111204,92078,57019,38419
362311,20111206,65982,04046,32229
362411,20111207,95335,43587,88557
362511,20111210,51423,58810,80857
362611,20111211,18559,73357,07537
362711,20111214,30884,41130,08898
362811,20111217,41317,15008,05769
362911,20111218,88240,99117,44267
363011,20111221,40074,23410,40346
363111,20111224,60496,97654,78975
363211,20111225,04495,33746,12515
363311,20111227,87310,14381,80372
363411,20111228,37014,06763,86546
363511,20111231,38890,35949,12097
363612,20120101,26298,68574,14713
363712,20120104,68294,17178,93035
363812,20120107,06205,76786,11077
363912,20120108,66827,97417,67123
364012,20120111,67806,86032,11446
364112,20120114,39381,54977,75824
364212,20120115,00869,52641,07118
364312,20120117,46044,31516,69760
364412,20120118,20624,21307,45300
364512,20120121,19296,46433,43023
364612,20120122,20397,29008,36213
364712,20120124,01901,87442,88310
364812,20120125,68907,38613,61320
364912,20120128,19701,42980,89800
365012,20120129,66604,27337,90559
365112,20120131,99515,30355,38467
365212,20120201,85828,03157,86577
365312,20120204,63720,10558,63249
365412,20120205,31314,65305,33284
365512,20120208,50346,14040,51386
365612,20120211,39954,33953,14375
365712,20120212,93362,45227,70646
365812,20120214,10311,64737,10814
365912,20120215,55625,78648,17593
366012,20120218,41297,47493,10074
366112,20120219,23904,05541,04166
366212,20120222,80294,45390,39429
366312,20120225,21299,78062,93775
366412,20120226,35185,89337,66624
366512,20120228,44464,76674,63390
366612,20120229,05983,93872,15426
366712,20120303,80389,13123,21179
366812,20120304,00092,04928,38566
366912,20120307,50844,71757,10368
367012,20120310,38623,22836,22418
367112,20120311,20509,99903,17609
367212,20120314,02150,58699,27143
367312,20120317,46428,46523,27972
367412,20120318,62424,54757,54243
367512,20120320,94227,10086,47170
367612,20120321,46586,95123,28943
367712,20120324,68025,70079,89389
367812,20120325,69210,78671,94204
367912,20120328,07448,54983,65457
368012,20120331,06957,67726,06079
368112,20120401,30767,66377,38289
368212,20120403,53201,13111,14967
368312,20120404,09817,39596,16881
368412,20120407,25182,11024,19743
368512,20120408,80406,51314,88297
368612,20120411,93967,24186,81573
368712,20120414,90804,62164,95560
368812,20120415,90304,61220,61877
368912,20120417,84807,55265,79444
369012,20120418,18791,27389,73680
369112,20120421,35962,96087,64687
369212,20120422,98205,19052,74676
369312,20120425,46896,72686,89533
369412,20120428,33996,85892,22304
369512,20120429,51971,71256,40806
369612,20120502,76021,84643,75982
369712,20120505,55383,88875,55340
369812,20120506,07002,77622,21224
369912,20120508,52685,20257,95921
370012,20120509,14369,28123,77659
370112,20120512,93547,91216,95786
370212,20120513,26662,24790,10910
370312,20120516,86750,88525,79589
370412,20120519,22637,83620,97710
370512,20120520,49691,82135,02584
370612,20120523,95614,84459,82530
370712,20120526,74799,52870,55204
370812,20120527,12992,40654,03453
370912,20120529,33231,41229,06998
371012,20120530,39712,22329,96726
371112,20120602,44638,28388,00969
371212,20120603,64028,84515,34916
371312,20120606,55885,91660,01099
371412,20120609,66455,94294,24033
371512,20120610,75712,61125,38715
371612,20120613,32465,20481,48379
371712,20120616,94734,19704,46472
371812,20120617,64324,14378,14161
371912,20120620,87783,10986,25656
372012,20120623,11405,69545,23810
372112,20120624,98896,62350,86346
372212,20120626,67273,75022,17139
372312,20120627,96268,12513,79767
372412,20120630,33887,96204,69659
372512,20120701,44391,60438,99704
372612,20120703,01525,09061,20686
372712,20120704,36965,12642,42716
372812,20120707,49066,41389,14737
372912,20120708,46568,74273,97875
373012,20120711,94042,56284,91431
373112,20120714,52860,83873,49807
373212,20120715,85910,09082,52368
373312,20120717,57299,73422,19267
373412,20120718,22917,38360,16570
373512,20120721,65632,95631,67975
373612,20120722,27601,19897,71014
373712,20120725,03027,41782,40378
373812,20120728,84005,11019,85757
373912,20120729,42035,67064,11771
374012,20120801,41172,82032,16138
374112,20120804,13827,38328,50459
374212,20120805,22364,14800,16805
374312,20120808,65158,14490,73564
374412,20120811,91565,01243,19404
374512,20120812,52592,28634,53805
374612,20120815,30369,04569,13821
374712,20120818,75688,13770,31094
374812,20120819,05407,39913,21773
374912,20120822,43941,81043,64020
375012,20120825,11747,38331,49253
375112,20120826,20024,29375,29286
375212,20120828,37444,46002,04122
375312,20120829,92324,42604,17134
375412,20120901,65606,91839,85236
375512,20120902,29839,25913,77545
375612,20120904,48168,78139,87274
375712,20120905,36468,67836,48288
375812,20120908,90244,74990,20481
375912,20120909,42379,68158,89996
376012,20120912,16274,06133,70550
376112,20120915,14887,20172,94589
376212,20120916,57106,07098,79845
376312,20120918,48863,08808,38565
376412,20120919,70920,41144,98229
376512,20120922,44231,61117,30666
376612,20120923,23066,59598,51244
376712,20120926,25331,91298,74329
376812,20120929,64624,81144,33827
376912,20120930,35708,57241,46933
377012,20121002,63920,55568,48427
377112,20121003,49051,86528,73235
377212,20121006,06740,30530,81549
377312,20121007,01154,69164,64534
377412,20121010,26709,64268,04198
377512,20121013,19007,25079,13865
377612,20121014,52115,10474,03985
377712,20121017,76060,00390,38384
377812,20121020,90456,02437,04074
377912,20121021,50479,60055,05258
378012,20121024,64649,68777,98692
378112,20121027,78333,70833,18896
378212,20121028,42167,98585,09222
378312,20121030,35429,07028,61122
378412,20121031,59712,48935,99028
378512,20121103,47222,98361,59524
378612,20121104,84108,31064,43448
378712,20121107,05181,12939,02650
378812,20121110,23417,98350,50675
378912,20121111,03148,19595,12520
379012,20121113,32417,92336,71790
379112,20121114,01793,18936,47459
379212,20121117,63577,60265,02592
379312,20121118,25274,03257,67755
379412,20121121,99031,56387,07439
379512,20121124,95349,67142,76521
379612,20121125,75792,23951,51869
379712,20121127,97949,26586,39046
379812,20121128,90545,25351,86060
379912,20121201,40715,71425,03250
380012,20121202,02311,14517,81123
380112,20121204,95504,87418,83579
380212,20121205,55492,16774,10750
380312,20121208,25561,53710,10997
380412,20121209,26586,06818,91347
380512,20121212,46340,13161,78844
380612,20121215,80431,09490,45355
380712,20121216,32447,19485,33197
380812,20121218,23498,25046,65714
380912,20121219,51910,36250,33196
381012,20121222,03653,44863,30895
381112,20121223,72884,40461,69067
381212,20121226,18585,85128,68585
381312,20121229,60543,47421,33821
381412,20121230,87735,59101,36471
381513,20130102,16235,22656,85572
381613,20130105,09689,11959,39988
381713,20130106,58128,06177,85968
381813,20130108,62097,60358,50464
381913,20130109,40380,06067,42006
382013,20130112,07412,44205,90086
382113,20130113,92417,26165,10337
382213,20130116,96837,48260,20749
382313,20130119,89313,13773,39511
382413,20130120,51821,33667,73559
382513,20130122,14987,77083,43745
382613,20130123,39025,78190,25778
382713,20130126,61604,08176,78106
382813,20130127,45686,11686,71497
382913,20130130,22273,30218,61864
383013,20130202,54712,20720,78546
383113,20130203,40684,37367,33403
383213,20130205,86875,12269,00948
383313,20130206,29593,61722,50181
383413,20130209,39223,40970,40073
383513,20130210,84965,17809,39665
383613,20130212,53637,59723,30512
383713,20130213,85305,62576,02030
383813,20130216,18750,65577,96914
383913,20130217,31850,12168,40702
384013,20130219,17158,08093,74904
384113,20130220,16300,08034,06867
384213,20130223,33804,07408,93630
384313,20130224,19110,04840,63407
384413,20130227,56614,11863,96177
384513,20130302,05448,77705,24380
384613,20130303,26628,70963,47537
384713,20130305,99703,72723,26942
384813,20130306,32908,16261,24120
384913,20130309,59152,59864,08902
385013,20130310,22166,50202,10498
385113,20130313,50055,52303,36573
385213,20130316,69257,81431,48392
385313,20130317,46536,34298,90067
385413,20130320,99679,91009,04403
385513,20130323,99947,05568,56482
385613,20130324,44640,67719,23810
385713,20130326,86190,75407,01537
385813,20130327,93137,48365,71141
385913,20130330,36925,05159,26307
386013,20130331,87403,95255,79320
386113,20130402,07235,49020,35681
386213,20130403,29788,33022,14491
386313,20130406,73071,41560,95791
386413,20130407,98853,53957,87021
386513,20130410,69856,16172,88497
386613,20130413,06556,06841,51201
386713,20130414,86704,22588,38078
386813,20130417,67414,52594,70021
386913,20130420,11318,03560,97696
387013,20130421,77857,47746,60933
387113,20130424,29477,45117,46515
387213,20130427,69742,57668,27791
387313,20130428,51543,37393,64663
387413,20130430,25508,09761,35304
387513,20130501,52007,22588,72684
387613,20130504,09706,74813,99288
387713,20130505,81010,55771,00070
387813,20130507,02828,01102,02490
387913,20130508,60188,95707,92210
388013,20130511,25605,01594,76130
388113,20130512,80154,25496,26894
388213,20130515,42486,96672,28467
388313,20130518,66736,72912,14157
388413,20130519,03631,75403,86673
388513,20130522,90400,29583,23189
388613,20130525,10412,98062,02066
388713,20130526,84410,09680,52002
388813,20130528,90868,75887,97491
388913,20130529,01389,34521,25705
389013,20130601,39744,31789,28278
389113,20130602,68248,98690,61612
389213,20130605,05217,51322,97560
389313,20130608,66245,18488,35717
389413,20130609,18072,67908,32857
389513,20130612,66906,26776,83681
389613,20130615,88766,17622,67849
389713,20130616,19677,85112,89739
389813,20130619,49918,61232,32744
389913,20130622,22887,52899,56494
390013,20130623,01350,81323,52167
390113,20130625,11439,89248,33423
390213,20130626,82548,51946,48097
390313,20130629,94531,17299,10598
390413,20130630,05217,79884,85513
390513,20130702,03002,24069,68254
390613,20130703,80827,98585,43481
390713,20130706,57830,34170,59491
390813,20130707,80358,56757,57386
390913,20130710,84175,10646,17808
391013,20130713,86202,15106,76523
391113,20130714,91579,99629,71161
391213,20130717,81729,31335,15513
391313,20130720,70083,38468,76271
391413,20130721,18339,44663,29355
391513,20130724,96566,53706,35067
391613,20130727,05317,06502,31990
391713,20130728,30294,84791,99138
391813,20130731,68579,68306,90331
391913,20130803,67992,21098,14383
392013,20130804,45525,44057,62646
392113,20130807,25847,98299,15593
392213,20130810,71909,45641,51826
392313,20130811,84680,14700,40847
392413,20130813,55125,95294,03105
392513,20130814,77155,49377,21155
392613,20130817,37791,94317,22168
392713,20130818,76760,23147,08588
392813,20130821,63128,19932,69831
392913,20130824,59651,81352,29372
393013,20130825,85291,39051,56971
393113,20130827,81325,95095,84965
393213,20130828,47182,36804,06780
393313,20130831,88100,17309,62036
393413,20130901,29657,02058,02911
393513,20130903,04787,60411,26798
393613,20130904,35523,22636,22482
393713,20130907,62606,48273,33784
393813,20130908,21599,02926,84947
393913,20130911,41813,13944,48456
394013,20130914,99342,23906,22130
394113,20130915,46551,59764,84417
394213,20130918,70747,81653,47356
394313,20130921,12773,85708,16062
394413,20130922,67202,69904,97168
394513,20130925,41138,08455,70462
394613,20130928,66762,27127,94081
394713,20130929,31007,53766,34444
394813,20131001,50888,53966,57360
394913,20131002,85977,65376,66599
395013,20131005,13756,66793,84630
395113,20131006,09691,27587,95960
395213,20131009,32069,61756,32885
395313,20131012,76045,11407,32927
395413,20131013,39384,38984,47583
395513,20131016,31939,07938,41403
395613,20131019,13248,13044,26448
395713,20131020,35355,73625,36459
395813,20131023,32854,88388,58758
395913,20131026,16723,19731,76354
396013,20131027,32420,51279,63560
396113,20131029,85846,22774,43812
396213,20131030,02390,04229,03138
396313,20131102,20234,29607,04805
396413,20131103,83419,79616,34318
396513,20131105,55784,13773,27844
396613,20131106,13427,41594,21809
